aback|شاته
marten|خپک
martyr|شهيد
martyrdom|شهادت
marvel|کرامت
marx|مارکس
marxism|مارکسيزم
marxist|مارکسيست
mary|مريم
masculine|نارينه
masculine|نر
masculinity|تذکير
mash|اماچ
mashed|خړيچ
mask|نقاب
masked|مستتر
masking|اختفا
mason|خټبه
mason|خټګر
mason|معمار
masonry|معماري
masque|ماجت
mass|کتله
mass|مجموعه
massacre|چړ
massage|سروول
massage|سرويل
massage|مالش
massive|جسيم
mast|سکام
mast|منځه
master|استاذ
master|استاکار
master|بادار
master|حاکم
master|رب
master|ماسټر
master|مستري
master|مولا
master|څښتن
mastermind|چالاک
masterpiece|شاهکار
mastery|تبحر
mat|پوزی
match|خلی
match|ساری
match|مخی
match|ميچ
matches|تېلی
matches|ګوګړ
matchless|ناويات
material|مادي
materials|مواد
maternal|خاله
maternity|ولادي
mathematics|رياضي
matriarchy|مورواكي
matrimony|کوژدن
matrimony|کوژده
matrix|سانچه
matter|اوامر
matter|شی
matter|قضيه
matter|مطالب
matter|مطبوعات
matter|مطلب
matter|موضوع
matter|هيولا
matter|سكالو
matters|امور
matters|مواد
matting|کټبون
mattress|نالي
mattress|نالۍ
mattress|نيالي
mattress|تولايي
mature|پوخ
mature|رسېدلی
maturity|رشد
maturity|کمال
maxim|وجيزه
maximum|حداکثر
maximum|منتها
may|مې
maybe|ګوندی
maybe|کېدې شي
mayhap|ګوندی
mayor|ښاروال
me|ما
me|هی
meadow|مالڅړ
meadow|مرغه چڼه
meadow|ورشو
meadow|وښياڼه
meal|غذا
meal|ناری
meal|ټيکله
meal|ډوډۍ
meal|مړۍ
mean|بدجنسه
mean|بدذاته
mean|بدرګه
mean|بدورګه
mean|بې غيرته
mean|پست
mean|پليت
mean|خسيس
mean|رذيل
mean|سپی
mean|متوسط
mean|محقر
mean|موزي
mean|موزيګی
mean|ناکس
mean|هلک
meandering|کوړۍ کوړۍ
meaning|معنا
meaning|معنی
meaning|مقصد
meaningful|مغزن
meaningless|بې معنا
meanness|بې ننګي
meanness|پستي
meanness|خست
meanness|رذالت
meanness|سپيتانه
means|ذريعه
means|سب
means|لمټک
means|ممر
means|موجبات
means|وزله
means|وسيله
means|وسايط
means|عبارت
meanwhile|ترڅ
measles|شری
measure|اندواره
measure|تتۍ
measure|چونګی
measure|کچول
measure|مقياس
measure|ميچل
measure|ميچول
measure|مېچ
measure|مېچه
measure|مېزان
measure|وزن
measure|ګچه
measure|ګزول
measured|حسابي
measurement|مساحت
measurement|مساحه
measurement|مېچ
measurement|مېچه
measures|اقدام
meat|غوښه
meat|غوښې
meaty|غوښن
mechanic|ميخانيک
mechanised|ميکانيزه
medal|نشان
medal|نښان
meddle|مابين
meddler|فضول
media|رسنۍ
median|متوسط
mediate|ګواښل
mediation|شفاعت
mediation|منځګړتوب
mediation|منځګړي
mediation|وساطت
mediation|ګواښ
mediation|ګواښ
mediator|دريمګړی
mediator|منځګوړ
mediator|منځګړی
mediator|ګواښګر
medication|درمان
medicinal|طبي
medicine|درمل
medicine|دوا
medicine|طب
medicine|درمان
medics|طبي عملې
mediocre|منځنی
meditation|چورت
medium|منځګوړی
medley|انډخور
meek|بېخولې
meeting|احتفال
meeting|جلسه
meeting|غونډه
meeting|ليدل کتل
meeting|ليدنه
meeting|مجلس
meeting|محفل
meeting|مرکه
meeting|ملاقات
meeting|ګدۍ
melancholy|ماليخوليا
mellow|هړيسه
melodious|خوش اواز
melody|سرود
melody|لحن
melody|نغمه
melon|پالېز
melon|خټکی
melt|ويلول
melted|ويلي
melter|ويلوونکی
melting|ويلون
melting|ويلوونکی
member|غړی
member|غړې
member|غړی
members|اندام
membership|عضويت
membership|غړيتوب
membrane|حجاب
memorandum|چاپت
memorial|يادګار
memorisation|یادونګ
memory|خاطره
memory|ذهن
memory|ياد
memory|يادښت
menace|دپكه
mend|ترميم
mendacious|سوړن
mendicant|سنډاسي
mending|پتلېس
menstruating|حايضه
menstruation|حيض
mental|روحي
mental|عقلي
mental|فکري
mentality|ذهنيت
mentally|روانی، روحی، عقلی
mention|ذکر
mentioning|يادونه
mentor|پير
mercenary|اجير
merchandise|متاع
merchandise|وسته
merchant|سوداګر
merciless|بېرحمه
mercury|سيماب
mercury|عطارد
mercy|رحمت
mercy|مرحمت
mere|محض
mere|ايله
mere|تش
merely|فقط
merely|مازې
merely|ايله
merely|تش
merged|مدغم
merging|سنګم
merging|پيوستون
meridian|نصب النهار
merit|لياقت
merit|مزيت
merit|وړتوب
merits|محسنات
merriment|ښادي
merry|برند
merrymaking|ښادي
mesh|درڅه
message|استوزه
messenger|چپراسي
messenger|رويبار
messenger|ريبار
messenger|قاصد
messenger|ځری
messenger|نبي
messiah|مسيحا
messy|ګډوډ
metal|فلز
metallic|فلزي
metallurgical|ميټلوګريکل
metaphor|کنايه
metaphor|مجاز
metaphorical|مستعار
metaphysics|ميتافزيک
metempsychosis|تناسخ
meteor|شهاب ثاقب
meteor|ټکه
meteorology|ميتيورولوجې
meter|ميټر
method|ترتيب
method|چل
method|روش
method|سبک
method|طريقه
method|قاعده
method|قواعد
method|لار
method|لاره
method|ليار
method|ميتوډ
method|نول
methodical|علمي
metre|اندواره
metre|متر
metric|متري
metro|ميترو
metropolis|پلازمېنه
mettle|تومنه
mewing|ميو ميو
mexico|مېشيکو
mica|ابرک
mice|موږکان
microbe|ميکروب
microbial|ميکروبي
microbic|مکروبي
microbiology|ميکروب پېژندنه
microorganisms|جراثيم
microphone|ميکروفون
microscope|ميکروسکوپ
microscopic|ذره بيني
midday|لمرټګ
midday|نصب النهار
middle|منځ
middle|منځالۍ
middle|منځنی
middle|منځوی
middle|مينځ
midget|لوېشتينک
midmorning|ګاني
midnight|نيمه شپه
midwife|قابله
might|قدرت
migraine|څاک
migraine|څاوتی
migrant|کډوال
migrate|لېږديدل
migrate|لېښل
migration|لېښ
migration|هجرت
migration|ولښه
mike|ميکروفون
mild|ګله
mild|پوست نرم
mildew|چناسکه
mildewed|چڼاسک
mildness|نرمي
mildness|نری
mile|ميل
militant|جنګي
militant|جنګيالی
military|عسکري
militia|مليشه
milk|شوده
milk|شودې
milk|شيدې
milk|لوشل
milk|لوغل
milk|ولشل
milking|لوغ
miller|ژرندګړی
milligram|ميلي ګرام
million|مليون
millionaire|مليونر
millipede|زنځه
millstone|پل
mime|پېښې
mimic|مقلد
mimicry|تقليد
minaret|مناره
mince|ورزول
mince|ورژل
minced|ميده
mind|دماغ
mind|ذهن
mind|سد
mind|عقل
mind|فکر
mind|هوښ
minded|اړا
mine|زما
mine|کان
mine|معادن
mine|معدن
mine|مي
mineral|معادن
mineral|معدن
mineral|معدني
mingled|ارګجه
mingled|اېل غېل
miniature|ميناتور
minimal|اصغري
minimum|حداقل
minister|وزير
minister|وزير
ministry|وزارت
minor|صغير
minority|اقليت
minute|دقيقه
minute|کره
minute|ملټ
minute|منټ
minutes|مينوټ
miracle|معجزه
miracle|کرېشمه
mirage|ورورکی
mirror|هنداره
mirror|وينه
mirth|نشاط
misappropriation|ګنډکپي
misbehaving|بدفعله
misbehaving|بدکاره
miscarriage|زيان
miscarry|سپيازول
miscellaneous|متفرقه
mischief|پسات
mischief|تفتين
mischief|شوخي
mischief|فتنه
mischief|فساد
mischievous|حرامي
mischievous|شوخ
mischievous|نولکی
mischievous|ويت
mischievous|ويتکی
miscreant|بدفعله
miscreant|بدکاره
miscreant|خرجدال
miser|شومپړک
miser|شوم پړک
miserable|زارمړی
miserliness|سپيتانه
miserly|بخيل
misery|ذلت
misfortune|آفت
misfortune|بدبختي
misfortune|بدمرغي
misfortune|بلا
misfortune|بې بختي
misfortune|کانه
misfortune|کمبختي
mishap|کانه
misled|ګمراه
miss|پېغله
missile|توغندے
missile|توغندی
mission|رسالت
mission|هيأت
mission|وفد
mission|پلاوی
missionary|مبلغ
mist|غبار
mist|لړه
mistake|خبط
mistake|خطا
mistake|سهوه
mistake|سهوه
mistake|غلطي
mistake|اشتباه
mister|ښاغلی
mistress|شها
mistress|شهو
mistress|شهۍ
mistress|ميرمن
mistress|ميرمنه
mistress|څښتنه
mistrust|بدګوماني
mistrustful|بدبين
misunderstanding|مغالطه
mix|ګډوډول
mixed|اروړه
mixed|ارګجه
mixed|خلط
mixed|مختلط
mixed|مخروج
mixed|مخلوط
mixed|ګډ
mixed|ګډوډ
mixing|ګډوالی
mixture|مخلوط
moan|حوصېلي کول
moaning|انځکی
moaning|زګېروی
moaning|وهير
moat|خندق
mobile|ځيرمن لرغږون
mobile|ګرځنده
mock|پيښي کول
mocker|ملنډې وهونكى
mockery|انک
mockery|تمسخر
mockery|ريشخند
mockery|مسخرګي
mockery|ملنډه
mocking|ډرۍ
mode|چل
mode|مقام
mode|موډ
mode|راکم
model|مثال
model|موډل
model|نسخه
moderate|ملايم
moderately|اسوده
moderation|ول
modern|عصري
modern|موډرن
modern|نننی
modest|شرمندوکی
modest|محجوب 
modesty|حجب
modesty|حيا
modesty|محجوبيت
modesty|وايه
modesty|حيا
modification|بدلون
mogul|مغول
moist|لوند
moist|نمجن
moist|وچ ميږن
moisture|زيم
moisture|لندبل
moisture|نم
moisture|نمناک
moisture|نو
moisture|نوجن
moisture|نون
molasses|ګوړه
mold|قالب
mole|خال
molestation|تعرض
molesting|متعرض
moment|دم
moment|دړدنګ
moment|رپ
moment|شېبه
moment|لانډو
moment|لحظه
moment|ګړی
momentary|آني
momentous|مهم
monarch|سلطان
monarchy|سلطنت
monastery|صومعه
monasticism|رهبانيت
monday|دونې
monday|دوه نۍ
money|پيسې
money|دنيا
money|کلنګ
mongol|مغل
mongoose|نولی
mongrel|نيمچه
monitor|ناصح
monk|ابدال
monk|راهب
monkey|شادي
monkey|لنګور
monograph|مونوګراف
monopoly|انحصار
monosyllabic|يوسېلابي
monotheism|وحدانيت
monotonous|يکنواخت
monsoon|مونسون
monster|هيولا
montage|مونتاژ
month|مياشت
monthly|مياشتنی
months|مياشتې
monument|څلی
moo|رمباړه
mood|حال
moody|بې چرته
moon|سپوږمۍ
moon|قمر
moon|مياشت
moonlight|ماتاوۍ
moonlight|وږمکۍ
moonlight|وږمۍ
moons|اقمار
moral|کړه
moral|معنوي
moral|نېکخوی
morale|مورال
morality|غيرت
morals|اخلاق
more|زياتره
more|زياتي
more|نور
more|نوربيا
more|ډېر
more|ډېر
moreover|علاوه پردې،برسیره پردې،
morning|سبايي
morning|سهار
morning|شنه خړه
morning|ګهيځ
morning|ګهـيځ
morocco|مراکش
morose|ارغو برغو
morpheme|مورفيم
morphine|مورفين
morphological|تصريفي
morphology|مورفولوجې
morrow|ګانده
morsel|ګوله
morsel|ڼوڼۍ
morsel|نوړۍ
morsel|نمړۍ
morsels|ڼوڼۍ
mortal|فاني
mortality|وفيات
mortar|انډول
mortar|اونګ
mortar|بغرۍ
mortar|کرل
mortar|هاوان
mortgage|ګرو
mortgage|ګروول
mortgage|ګروي
mortgage|ګڼيه
mortgage|ګاڼه
mortgaged|ګرو
mortuary|مړولنځ
mosaic|موزاييک
moscow|مسکو
moses|موسی
mosque|مسجد
mosque|نمزدک
mosquito|غوماشه
most|اکثر
most|اکثره
mostly|غالباً
motel|مسافر خانہ
moth|اورمکی
moth|بورا
moth|پتنګ
moth|پتڼ
mother|مور
mother|مورينکه
mother|مورينه
mother|والده
mother|کععنا
mothers|ميندې
mothers|ميندې
motion|حرکت
motionless|بې حرکته
motivation|تحريک
motive|موجب
motives|موجبات
motor|موټر
motorbike|موټرسايکل
motorcycle|موټرسايکل
motto|شعار
mould|سانچه
mould|قالب
mould|کالبوت
mouldy|چڼاسک
mound|شاګۍ
mound|غونډۍ
mound|مدور
mound|ډومبسکه
mound|ډېرۍ
mount|غر
mountain|غر
mountainous|غرنی
mounted|سپور
mounted|سور
mourning|ناورين
mourning|وهير
mourning|ويرجن
mourning|ويرژلی
mourning|ويرژړلی
mourning|ويرلړلی
mourning|ویر
mouse|مږک
mouse|موږک
mousetrap|مږک دام
moustache|برېت
moustached|برېتور
mouth|خولګۍ
mouth|خوله
mouthful|شوړه
mouthful|نوړۍ
movable|ښورنده
move|خوځېدل
move|کوچېدل
move|کټول
move|څخيدل
move|ښورول
move|ښورېدل
moved|منتقل
movement|غورځنګ
movement|يون
movie|پلم
movies|سينما
moving|رهي
moving|کوچ
moving|متحرک
moving|ښورنده
moving|ګرځند
mrs|ميرمن
much|زيات
much|زياتره
much|زښت
much|کوټه
much|ډېر
much|ډېر
mud|چکړي
mud|خټه
mud|خړه
mud|لپړی
mud|لی
mud|لېپړی
muddled|نامرتب
muffler|بندۍ
mufti|مفتي
mug|لوټه
mulberry|توت
mule|کچر
mule|کچره
mull|ململ
mull|ډاکه
mullah|مولا
multinational|ګڼ هېواديز
multiplication|ضربول
multiplied|مضاعف
multiplier|مضروب فيه
multiply|ګڼه وهل
mum|ادکۍ
mumble|ډونګ ډونګ
mumbler|ژاولن
mummified|مومړ
mummy|ادکۍ
mummy|ادې
mumps|غونډوربوزی
mundane|دنيايي
munificence|سخاوت
mural|دېوالي
murder|قتل
murder|قتلول
murder|وژلنه
murder|وژله
murder|وژلون
murder|وژون
murder|وژنه
murdered|مقتول
murderer|قاتل
murderous|خونخوار
murmur|شرهار
muscle|عضله
muse|قريحه
museum|موزيم
mushroom|خرېړی
mushroom|مرخيړی
mushroom|ګوبلکه
music|موزيک
music|موسیقي
music|سازماز
music|ساز
musician|موسيقی پوه
musk|مښک
musky|مشکي
muslim|مسلمان
muslin|ډاکه
must|بايد
must|ضرور
must|هرومرو
mustard|شړشم
mute|ګونګی
mutineer|ياغي
mutinous|سرواخی
mutiny|بغاوت
mutiny|سرکښي
mutiny|ياغيتوب
mutton|کععنا
mutual|دوه اړخيز
mutual|ذات البيني
mutual|متقابل
mutuality|تضامن
muzzle|وربوز
my|مي
myna|ښارو
mysteries|اسرار
mysterious|مرموز
mystery|سر
mystery|راز
mystic|دروېش
mystical|صوفيانه
mysticism|تصوف
myth|مواسه
nag|ټټو
nail|مېخ
nail|مېخول
nail|نوک
naive|ساده
naivete|سادګي
naked|بې ستره
naked|لبغړی
naked|لعړ
naked|لوڅ
naked|لڅ
nakedness|لغړتيا
nakedness|لڅتوب
nakedness|لڅتيا
nakedness|لڅوالی
nakedness|بربنډتوب
name|تسميه
name|نام
name|نوم
name|نومل
name|نومېيل
name|نام
named|موسوم
named|نامی
named|نوماندی
named|نومی
nameless|بېنومه
namesake|همنومی
nap|کورک
napalm|ناپام
nape|ورميږ
naphtha|نفت
napkin|دست پاک
narcotics|مخدره مواد
narrated|منقول
narration|بيان
narrative|روايت
narrator|ويونکی
narrow|مغز
narrowness|تنګوالی
nasal|رېزش
nation|کام
nation|ملت
nation|ولس
national|ملي
nationalism|نېشنليزم
nationalist|ملت پال، وطن پال
nationalists|مليون
nationality|قوم
nationality|قومي
nationality|قوميت
nationality|مليت
native|بومي
natural|فطري
naturalists|طبيعيون
naturally|طبيعتاٌ
naturally|فطرتاً
nature|خاصه
nature|خاصيت
nature|خوری
nature|خوی
nature|ذات
nature|سجيه
nature|طبع
nature|طبيعت
nature|فطرت
nature|کاينات
nature|ماهيت
nature|څرنګوالی
naughtiness|شيطاني
naughty|خجونکی
naughty|خشنګ
naughty|شوخ
naughty|متکبر
naughty|نولکی
naughty|ښيلی
nausea|زړه بدی
nauseous|خواګرځن
nautical|بحري
naval|بحري
navel|نو
navel|نوم
navy|بحريه
nazi|نازي
near|مجاور
near|مقارن
near|منجاور
near|منجور
near|نژدې
nearly|قابو
nearly|کابو
neat|ستره
neat|سوتره
neatness|نظافت
necessaries|مهمات
necessarily|لزوماٌ
necessary|لازم
necessary|لازمي
necessary|واجب
necessary|اړين
necessitating|مستلزم
necessity|اقتضاء
necessity|ايجاب
necessity|اړتيا
necessity|ضرورت
necessity|لزوم
necessity|مقتضا
necessity|اړینه
neck|مزغی
neck|مغزی
necklace|اوږۍ
necklace|طوق
necklace|غاړکۍ
necklace|غاړګۍ
necklace|همېل
necktie|نيکټايي
necromancy|کوډه
nectar|د مرغه شيدي
need|اقتضاء
need|ايجاب
need|حاجت
need|ضرورت
need|غوښتنه
need|اړینه
need|اړه
needle|کرشنيل
needles|ستنې
needling|خار
needy|اړ
needy|اړتيا
needy|تش لاسی
needy|حاجتمن
needy|کرياب
needy|متاز
needy|محتاج
needy|مستحق
needy|مسکين
needy|نشتمن
needy|نېستمن
negation|سلب
negation|نفي
negation|رد
neglect|غفلت
negligence|مسامحه
negligent|غافل
negotiation|مذاکره
negotiator|مرکچي
negotiator|مرکوال
neigh|شڼ
neigh|هڼېدل
neighing|شڼا
neighing|شڼهار
neon|نيون
nepal|نيپال
nephew|وراره
nephews|ورېرونه
neptune|نپټون
nerveless|بېخوده
nerves|اعصاب
nervous|عصبي
nervous|فکر مند
nervousness|عیبانيت
nest|ځاله
net|جال
net|خالص
neural|عصبي
neutral|بې طرفه
neutrality|بې طرفي
neutron|نيوټرون
never|دسره
never|سپيټه
never|له سره
never|هرګز
never|هيڅکله
never|هډو
never|ګرسره
nevertheless|سره له دې
nevertheless|لاکن
nevertheless|ليکن
nevertheless|سره له/د دې
new|نوی
newness|نویوالی
news|خبر
news|خبرونه
newspaper|جريده
newspaper|ورځپاڼه
next|ورپسې
next|ورسته
next|ورستو
next|وروسته
next|څرمه
nib|نوکه
nice|ښه
niche|کوپه
nick|اورمېږ
nickel|نيکل
nicotine|نيکوټين
niece|ورېره
nigeria|نايجيريا
niggardly|بخيل
night|شپه
nightingale|بلبله
nightingale|خاچوڼی
nightingale|بلبل
nightmare|خپسه
nil|صفر
nile|نيل
nimble|چالاک
nimbleness|تېزوالی
nine|نو
nineteenth|نونسم
ninetieth|نويم
ninety|نوي
nip|سکونډۍ
nip|څکونډاره
nipper|انبور
nipple|ګوټلۍ
nipple|تی
nit|ريچه
nitric|ښوره
nitrogen|نايټروجن
nitrous|ښوره
no|يه
nobility|نجابت
nobility|غيرت
noble|شريف
nobleness|نجابت
nobles|اعيان
nobles|خواص
nobody|هيڅوک
nocturnal|شپنی
nod|نشمه
node|هډي
noise|المسور
noise|انګل
noise|تلغاک
noise|زوږ
noise|شور
noise|ورېشپر
noise|ږوږ
noise|ښکالو
noiseless|بې ږوږه
nomad|کوچی
nomad|کډبه
nomad|کډوال
nomad|پاوانده
nomadic|کوچيانی
nominate|کانديدول
nominated|نومړ
nominative|فاعلي
nonchalance|مسامحه
none|هيڅ يو
nonentity|عدم
nonexistence|نېستي
nonsense|امجه
nonsense|برغزووی
nonsense|هذيان
nonsensical|چټي
nonsensical|مهمل
noodles|آش
noon|غرمه
noose|زيندۍ
normal|نورمال
north|مړوخوا
northern|شمالي
norway|ناروي
nose|پزه
nostril|سږمه
nosy|اړک
not|نه
notch|برغنډ
note|رقعه
note|لوټ
note|نوټ
note|يادداښت
note|يادونه
note|چاپت
noteworthy|د پام وړ
notice|استحضار
notice|اطلاع
notice|اطلاعيه
notice|التفات
notice|خبر
notice|پوهيدل
notification|اطلاعيه
notion|تصور
notion|خيال
notoriety|رسوايي
notorious|معروف
notorious|نامتو
noun|نوم
nourishment|تغذيه
novel|داستان
novel|ناول
novelty|نويتوب
novelty|نویوالی
november|نومبر
novice|مبتدی
now|تراوسه
now|فعلاً
now|فی الحال
nowhere|هيچېرې
noxious|مضر
nuclear|ذروي
nucleus|هسته
nude|بې ستره
nude|لڅ
nudge|څنګل پورې وال
nudity|لڅتيا
nudity|لڅوالی
nudity|بربنډتوب
nuisance|فتنه
null|بې اثره
null|لغوه
nullify|باطلېدل
numb|دبدن دكومى برخى ويديدل
numb|بيده
number|شماره
number|شمېر
number|لمبر
number|نمبر
number|نمره
number|ګڼه
numbers|اعداد
numeral|عددي
numerals|اعداد
numerical|عددي
numerous|ګڼ
nun|راهبه
nurse|نرس
nursery|روزنتون
nursing|مورروی
nursing|نرسنګ
nut|نټ
nutrition|خواړه
nutritious|مړه خوی
nutritive|مغذي
nylon|نيلون
oak|څېړۍ
oar|راشبېل
oasis|واحه
oath|لوړه
obedience|تابعيت
obedient|مطيع
obedient|منونکی
obedient|منونی
obese|چاغ
obesity|چاغښت
obesity|څربوالی
obesity|څربښت
object|غايه
object|معبود
object|مفعول
object|منظور
objecting|معترض
objection|اعتراض
objection|ايراد
objection|نيوکه
objection|نيوکه
objections|نيوکې
objective|عيني
objective|مرام 
objective|مطالب
objective|مطلب
objective|مفعولي
objectives|اهداف
objector|معترض
obligation|پور
obligation|تعهد
obligation|غاړه
obligation|فرض
obligation|مکلفيت
obligation|منت
obligation|وجيبه
obligation|فرض
obligatory|حتمي
obliged|بېزاوه
obliged|ممنون
obliged|منت دار
oblique|مايل
oblivion|هېره
oboe|سورنا
oboe|سورڼی
oboist|سرناچي
obscure|ورکنومی
obscure|ګمنام
observance|روی
observance|مراعات
observation|ملاحظه
observation|څار
observation|څارنه
observation|څاو
observation|غور کول
observatory|رصد خانه
observe|غور کول
observer|مبصر
obstacle|حايل
obstacle|ستونزه
obstacle|ستونځه
obstacle|مانع
obstacle|اړ
obstinacy|خپل سري
obstinacy|زېل
obstinacy|سرتمبګي
obstinacy|کړکېچ
obstinacy|لج
obstinacy|هوډ
obstinacy|هوډه
obstinacy|ينډه
obstinacy|ځېل
obstinate|خپل مخی
obstinate|خری
obstinate|روی
obstinate|سرتمبه
obstinate|سرزوری
obstinate|هوډي
obstinate|ټکنی
obstinate|ځېلی
obstinate|هوډمن
obstructed|مسدود
obstruction|کارشکني
obstruction|ورانکاري
obtaining|استحصال
obtrusive|سرخوږی
obtrusiveness|مزاحمت
obtuse|غبي
obvious|بديهي
obvious|جوت
obvious|مشهود
obvious|معلوم
obvious|واضع
obvious|څرګند
obviously|خود
occasion|موقع
occasion|موکه
occident|لويديځوال
occult|غيبي
occupancy|تصرف
occupation|سرګرمي
occupation|شغل
occupation|کار
occupation|کاروبار
occupation|کسب
occupation|مسلک
occupation|مصروفيت
occupied|بوخت
occupied|مشغول
occupied|ښکېللی
occupy|نیول
occupying|اشغالګر
occurrence|واقعيت
ocean|بحر
ocean|يم
ocean|سمندر
oceanic|بحري
oceans|ابحار
octagonal|اتڅنډ
october|اکتوبر
odd|ناتکی
odds|توپير
of|د
off|ورا
offal|نجاست
offence|تعرض
offended|زړه بدی
offended|مکدر
offensive|تعرضي
offer|ښندل
offering|تقديمول
offering|عرضه
offering|نذر
offering|نذرانه
offering|نياز
offering|هديه
offering|ښندنه
office|دايره
office|دفتر
office|مبحث
office|منصب
officer|پازه وال
offices|دواير
official|حکومتي
official|رسمي
official|ماموريت
official|چارواک
officially|رسماً
often|اغلب
ogle|نشمه
oh|ويش
oh|وۍ
oh|يا
oil|تېل
oily|غوړ
ointment|راوه
ointment|مرهم
ointment|ملهم
ok|ښه
old|زاړه
old|زاړی
old|زوړ
old|قديم
old|قديمي
old|مسن
oleander|ګنډېری
olive|ښون
olympic|اولمپيک
omen|پاړکۍ
omen|شګون
omen|فال
omission|قضا
omit|حذفول
omitted|محذوف
on|پر
on|پرې
on|سربېره
once|يوځلی
one|يو
one|یو
oneness|وحدت
onerous|ملاماتوونکی
onion|پياز
onlooker|نندارچي
only|تنها
only|فقط
only|مازې
only|محض
only|يکړ
only|يوازينی
only|يوازې
only|يواځې
only|ايله
only|تش
ooze|زاو
ooze|نو
oozing|ننوب
opaque|مکدر
open|ازاد
open|بې پردې
open|ترت
open|تورت
open|خلاص
open|خلاصول
open|روک
open|سپړل
open|علني
open|لوات
open|ويت
open|ويړ
open|ښکاره
open|ارت
open|ارت
opening|افتتاحيه
opening|چوله
opening|مطلع
opening|نغول
openly|برالا
operating|چلند
operation|اپرېشن
operations|عمليات
operator|په كار اچوونكى
ophthalmic|لچلن
opinion|زعم
opinion|عقيده
opinion|مظنه
opinion|نظريه
opinion|ګمان
opinion|ګومان
opium|اپين
opium|ترياک
opium|تارياک
opponent|مخالف
opportunity|مجال
opportunity|موقع
opportunity|موکه
opportunity|وخت
opportunity|وخت
opposed|مخالف
opposed|مغاير
opposing|متقابل
opposite|ضد
opposite|مقابل
opposite|خوا په خوا، څنګ په څنګ
opposite|خلاف
opposites|ضدين
opposition|مخالفت
opposition|معارضه
opposition|مقابله
opposition|مقاومت
opposition|نقاضت
oppressed|ښکېل
oppression|جفا
oppression|ستم
oppression|ظلم
oppression|مظلمه
oppression|ګر
oppressive|جابر
oppressor|مستبد
optimism|خوښبيني
optimistic|خوشبين
option|انتخاب
optional|اختياري
or|ليا
or|يا
oral|شفاهي
orange|نارنجي
oration|نطق
orator|خطيب
orator|ژبه ور
orator|نطاق
orator|وياند
orator|ويونکی
oratory|بلاغت
orbit|مدار
orchard|باغ
ordained|موظف
order|انسجام
order|انضباط
order|ترتيب
order|تنظيم
order|حکم
order|رديف
order|فرمايش
order|نظام
order|نظم
ordered|منظم
orderly|مرتب
orders|اوامر
ordinal|ترتيبي
ordinarily|معمولأ
ordinary|عادي
ordinary|معمولي
ordinary|عادی
organ|اورګان
organ|رکن
organ|عضو
organ|غړی
organic|عضوي
organism|عضويت
organs|اعضا
oriental|مشرقي
origin|سرچينه
origin|ماخذ
origin|مبدا
origin|مصدر
origin|منبع
origin|منشا
origin|مونډ
origin|آر
origin|سرچینه
original|آر
originally|ذاتاٌ
originally|په اصل
origination|ايجاد
origination|نشأت
originator|مبتکر
origins|مبادي
ornament|پسول
ornament|زېور
ornament|ګانه
ornament|ګيڼه
ornamental|زينتي
orphan|يتيم
orthodox|پخپله عقېده ټینګ ولاړ
orthographic|املايي
ostrich|شترمرغ
ostrich|اوښمرغه
ostrich|شترمرغ
other|نور
otter|سګ لاوو
ouch|واخ
ouch|وۍ
ounce|اونس
our|زموږ
ours|زموږ
ousted|خارجي
out|دباندى، ايستلى، وتلى، ورچينى ، ليرى، موقوف
outburst|طغيان
outcast|چنډال
outcry|نارې شوزماشور،-کلک اعتراض
outdoors|ورچيني
outer|دباندنې
outlet|نغول
outline|مفردات
output|محصول
outset|شروع
outside|خارج
outside|دباندی
outside|ورچنې
outside|ورچيني
outsider|بهرنی
outspoken|ترت
outward|ظاهري
ovary|تخمدان
oven|تنور
oven|داش
oven|داښ
oven|تنور
over|برسېره
over|پر
over|پورې
overcoat|کوټ
overcome|مغلوب
overcooked|هړيسه
overdue|منقضي
overeat|اټېرل
overflow|طغيان
overflowing|ميل
overhanging|ورسک
overpowering|تعجيز
overripe|هړيسه
overruling|مسلط
overseeing|نظارت
overseer|ناظر
oversight|سهوه
overt|تورت
overthrown|منقرض
overthrown|منهدم
overtime|اضافه کاري
overturned|منقرض
overturned|اړولی
ovum|تخمه
owl|کونک
owl|ګواټی
owl|ګونګی
owl|کونګ
own|خپل
owned|مملوک
owner|خاوند
owner|صاحب
owner|مالک
owner|وال
owner|والا
owner|څښتن
owner|څښتنه
owner|مالک
owner|څښتن
ownership|تصرف
ownership|مالکيت
ownership|ملکيت
ox|غويی
ox|ګوږوی
oxidation|ږنګ
oxide|اکسايډ
pace|قدم
pack|پلنډه
pack|پنډ
pack|پېټی
package|کهڅوړه
packet|پوړۍ
packhorse|يابو
packing|موم جامه
pact|پکت
pad|موړه
padding|لايه
paddle|ډونګرۍ
paddy|کسکر
padlock|کلپ
padre|پادري
pagan|ګبر
pagan|ترسا
page|غلام
page|مخ
page|پاڼړه
pagination|صفحه بندي
pail|سلواغه
pail|سولاغه
pain|خوږ
pain|درد
pain|دړد
pain|زوک
pain|عذاب
pain|څوب
pain|دړ
pain|خوږ
painful|خوږمن
painfulness|خوږوالی
paint|تصويرول
paint|رنګول
paint|ورېغ
painted|منقش
painter|بڼيار
painter|رسام
painter|رنګ
painter|رنګمال
painter|نقاش
painting|تصوير
painting|نقاشي
pair|جوړه
pakistan|پاکستان
palace|قصر
palace|ماڼۍ
palace|قلعه
palace|محل
palatable|خوندور
palate|تالو
